userid,content_id,views,likes,shares,comments,watch_time,engagement_score
user_849,content_4316,7,3,2,1,195,0.25524910635399956
user_910,content_4212,4,1,2,2,100,0.7412379910179063
user_368,content_4252,6,2,0,2,210,0.30185616424376527
user_467,content_3591,6,3,1,1,79,0.08510370046968418
user_699,content_606,9,1,0,1,156,0.7077226148300358
user_600,content_2817,9,4,1,1,268,0.7597827371032547
user_329,content_3470,4,2,1,2,54,0.7397317198076531
user_536,content_3565,9,1,1,1,143,0.3950344887697377
user_31,content_3662,4,3,2,0,229,0.5067542544354876
user_759,content_2106,8,4,1,1,109,0.9178758780989729
user_910,content_4366,3,1,0,0,61,0.4417800168867049
user_169,content_2133,2,2,1,2,173,0.5987857675243851
user_200,content_1849,6,1,0,0,55,0.1765629108134038
user_369,content_3560,4,3,1,1,82,0.4598482145384615
user_423,content_4586,2,1,0,1,271,0.06300423393168764
user_81,content_4096,8,4,2,2,17,0.3446305105673758
user_139,content_1803,4,3,1,1,273,0.7547723258283173
user_897,content_722,4,1,0,1,296,0.9528571442037065
user_411,content_589,4,0,0,1,20,0.2040743302943746
user_217,content_2272,5,2,0,1,89,0.8841370210825893
user_65,content_3542,3,3,1,2,222,0.6012557863942807
user_135,content_1572,1,0,0,0,153,0.2885825185009889
user_823,content_53,8,4,1,1,40,0.6502702897961208
user_606,content_4081,5,0,2,2,130,0.42689693162973386
user_70,content_4378,2,0,2,0,53,0.811758742878759
user_1,content_3710,2,1,2,2,175,0.894869054035958
user_345,content_4768,5,0,1,1,224,0.15081896828616437
user_820,content_2815,1,2,1,1,211,0.39265673808449175
user_9,content_3165,2,2,1,1,159,0.6894768234342546
user_73,content_4677,5,2,0,1,293,0.4842179179370625
user_896,content_1481,7,2,0,0,118,0.19564412483454818
user_560,content_2930,2,4,1,1,203,0.23957333780291656
user_588,content_3278,9,0,0,0,182,0.5832481005731437
user_767,content_1583,6,1,0,2,235,0.43818362135943867
user_940,content_67,9,2,2,0,133,0.2377801666763092
user_713,content_3775,9,1,2,1,68,0.9254327463609262
user_859,content_282,8,2,1,1,280,0.4069020675196958
user_620,content_984,4,4,2,0,219,0.2682770037879568
user_237,content_4392,4,1,1,1,120,0.3853537952568701
user_684,content_497,5,1,2,2,101,0.7355203635474171
user_533,content_4238,7,2,1,2,171,0.36875943194162786
user_981,content_540,8,4,2,1,53,0.43825195370592007
user_297,content_3604,8,4,1,0,74,0.5401222604690552
user_681,content_418,7,3,0,1,54,0.5910087274721733
user_524,content_560,6,3,1,0,85,0.11283517757113015
user_430,content_1147,4,1,0,1,12,0.5144385004798333
user_906,content_3583,6,2,1,1,131,0.17205974970884808
user_325,content_4685,1,4,1,1,215,0.891794708805209
user_729,content_4910,3,3,2,0,113,0.4003373365827694
user_47,content_3608,6,3,0,0,43,0.008581342272258263
user_221,content_2927,8,4,1,1,133,0.7558165285034942
user_313,content_3717,2,4,0,2,107,0.08768727296731049
user_911,content_822,1,3,2,1,274,0.18651619079018056
user_981,content_2595,9,3,2,0,255,0.789529003293628
user_611,content_2749,1,2,0,0,231,0.6416326511708351
user_954,content_3456,7,4,2,1,53,0.2281473272363438
user_214,content_1929,5,4,1,1,100,0.5701634407777612
user_230,content_205,8,4,2,1,267,0.7770773858584771
user_537,content_4518,3,1,0,2,58,0.1341073128735657
user_427,content_859,5,3,0,0,285,0.3240510603683948
user_247,content_1175,8,0,0,2,189,0.20867761231528748
user_580,content_2585,1,2,1,2,283,0.532362350799983
user_179,content_233,1,4,0,0,14,0.13308765527061817
user_73,content_4448,3,0,1,1,42,0.6284041203886377
user_754,content_352,5,4,2,1,299,0.3463689612684583
user_829,content_4446,9,1,0,0,90,0.7811485679700504
user_153,content_3096,7,3,2,2,113,0.23786930456493383
user_440,content_1634,2,2,2,2,201,0.05635138843618581
user_951,content_223,6,3,1,2,95,0.5623492086393899
user_551,content_4737,2,0,0,2,228,0.07481230775877534
user_918,content_4560,6,3,2,1,285,0.7777770567094999
user_186,content_4277,5,2,2,0,36,0.4947891342430385
user_872,content_2215,8,3,0,0,150,0.8703496911710229
user_395,content_2126,8,0,2,2,135,0.03874297262107518
user_985,content_3959,5,0,0,2,78,0.8662138032340436
user_122,content_225,4,3,2,2,209,0.9196597955663997
user_798,content_3214,4,2,0,1,21,0.7398931425047016
user_418,content_4131,8,0,2,2,195,0.3537560238602745
user_100,content_117,5,4,1,0,269,0.42228877736680936
user_597,content_3371,3,1,1,1,288,0.28962612199334126
user_217,content_4646,2,0,0,1,248,0.024699694444773712
user_426,content_4380,3,0,1,0,50,0.7596865834171399
user_511,content_2043,4,3,2,0,263,0.6684470556671327
user_167,content_3538,1,1,0,2,131,0.9135920505980427
user_532,content_2004,6,1,1,1,87,0.37496251328885144
user_838,content_3711,2,3,2,0,61,0.36991721083552165
user_496,content_3633,9,4,0,0,264,0.7562761955508425
user_29,content_3902,3,1,1,1,228,0.3106759083775763
user_719,content_2838,1,3,1,1,80,0.22067580193225467
user_621,content_552,4,4,0,1,206,0.4006563972201008
user_439,content_3375,6,3,1,2,60,0.15882897407123608
user_543,content_1381,4,0,2,2,297,0.04024242213068052
user_275,content_676,3,1,0,2,205,0.5285170623936977
user_554,content_4436,5,3,2,0,54,0.14006154871458854
user_310,content_4524,5,0,1,2,153,0.6782007784928009
user_309,content_2375,5,3,0,2,99,0.5432026206760695
user_971,content_3693,5,0,0,1,195,0.08645756518010972
user_127,content_1255,2,3,1,2,209,0.4576420988833483
user_957,content_507,9,0,0,1,74,0.04526852213586452
user_325,content_4774,5,1,0,2,86,0.3892505491344155
user_117,content_4743,5,0,1,2,57,0.22796069018070064
user_10,content_1031,1,2,2,0,118,0.22103731630722
user_122,content_2764,6,2,0,2,284,0.8014502851333445
user_205,content_2921,4,3,0,2,287,0.5902545399910037
user_524,content_3535,5,0,1,2,144,0.18609585358346858
user_318,content_213,6,2,0,2,159,0.944275100994536
user_127,content_3557,6,1,0,1,243,0.30431554210557177
user_983,content_1523,7,2,1,2,27,0.517363617712858
user_301,content_1645,5,4,2,2,132,0.46708946136202056
user_333,content_915,5,0,2,2,226,0.21291047112807737
user_658,content_3725,1,0,2,2,34,0.8982671663173517
user_70,content_446,2,4,0,2,104,0.26972301951847266
user_28,content_4732,3,2,2,0,120,0.2881791767445213
user_63,content_90,1,4,2,0,118,0.2621499145616636
user_795,content_4644,8,2,2,0,171,0.6360639768988585
user_358,content_2869,6,3,1,2,239,0.019163852482857346
user_671,content_403,2,2,2,2,175,0.8923063511904453
user_269,content_778,4,4,2,2,205,0.8102359772447885
user_428,content_708,7,4,0,1,72,0.8150185490402039
user_394,content_956,3,3,2,2,155,0.8005022714637163
user_786,content_1064,6,4,2,0,143,0.9849789222404971
user_780,content_3734,7,0,0,2,57,0.6512520743405882
user_861,content_182,4,0,1,1,182,0.6345207417574097
user_496,content_785,7,0,2,1,47,0.26948119347568666
user_420,content_4227,6,3,0,0,240,0.9692281902444894
user_885,content_4105,1,3,1,2,268,0.7235619731991044
user_69,content_230,8,4,2,2,277,0.5130600481579016
user_889,content_2672,5,2,0,2,132,0.45412013361319437
user_858,content_530,5,2,1,0,177,0.8545909345447962
user_517,content_1802,2,4,0,1,37,0.36346530854420545
user_163,content_4703,7,3,2,1,220,0.5988629668424948
user_873,content_425,8,2,0,2,155,0.25709374239763416
user_298,content_1749,6,3,1,0,148,0.5229282333632584
user_270,content_4008,4,1,2,0,56,0.2579759559368119
user_466,content_4212,6,0,0,0,231,0.7094754314969017
user_486,content_4578,6,2,0,1,237,0.004857276780352859
user_682,content_167,3,3,0,0,197,0.04954289624370989
user_626,content_793,6,2,1,1,50,0.7199935296413059
user_836,content_4818,4,0,1,1,198,0.17945350215057632
user_704,content_4229,7,0,0,2,33,0.3291779889656713
user_838,content_4138,5,1,1,1,104,0.5221918900596242
user_607,content_3083,5,3,0,2,221,0.3846771451201708
user_350,content_678,2,2,0,2,209,0.21636127255417636
user_280,content_866,2,3,1,1,133,0.6702451967197972
user_156,content_950,1,2,0,1,136,0.8056497226299257
user_232,content_1312,4,1,0,1,20,0.09565987864795378
user_476,content_905,4,1,2,2,203,0.1511428641044017
user_400,content_1369,5,3,1,2,116,0.5661649051421433
user_120,content_1353,6,4,0,0,286,0.8665635542851692
user_174,content_1546,1,2,2,0,145,0.17252918790499583
user_762,content_1058,6,3,1,2,218,0.573104344330875
user_721,content_4685,8,4,2,0,18,0.5510523324459519
user_62,content_3926,7,3,2,0,148,0.6536052379451341
user_417,content_1018,8,2,2,1,237,0.6786202923767017
user_978,content_792,1,3,2,2,288,0.4238011824485005
user_560,content_3647,5,2,2,0,143,0.11832420705963187
user_737,content_1867,6,1,2,0,139,0.146556820354103
user_515,content_944,2,3,1,2,20,0.8527055139983168
user_450,content_2701,3,3,1,2,28,0.8726558067282013
user_20,content_1657,5,2,0,2,197,0.8661889159251882
user_751,content_663,2,4,1,1,191,0.8163207886180311
user_573,content_1768,2,4,2,2,292,0.030038670056771632
user_166,content_883,5,0,0,1,45,0.8051312596684582
user_535,content_4526,3,3,1,1,138,0.502531639988431
user_647,content_3681,8,4,1,2,226,0.2984756359172802
user_100,content_568,6,4,2,2,159,0.88867705961699
user_369,content_395,3,2,1,2,88,0.4969751834101457
user_560,content_4458,8,2,0,2,120,0.26318856308294447
user_207,content_3477,5,0,1,2,152,0.8569627338837346
user_337,content_3616,7,1,0,0,8,0.0748437950694939
user_742,content_2770,9,0,2,0,199,0.0990210549677023
user_859,content_1559,9,2,2,2,199,0.7715551855558875
user_21,content_2031,8,3,0,1,231,0.49233932027521565
user_175,content_4660,5,4,2,0,33,0.9710932034059525
user_210,content_4254,2,4,0,1,280,0.6611225805078108
user_495,content_945,4,1,1,1,193,0.6713989166084566
user_260,content_256,3,4,1,0,66,0.4271654572168968
user_336,content_4162,7,1,1,2,25,0.45065383062478126
user_247,content_3236,2,4,0,2,17,0.6784571345559735
user_94,content_4153,3,0,1,1,50,0.3822029426577569
user_937,content_3470,8,3,1,2,62,0.3260152463866577
user_766,content_363,6,0,0,0,8,0.10985122902846978
user_903,content_3277,7,0,0,2,249,0.1335111241683823
user_952,content_3727,5,4,2,2,50,0.1585983108408855
user_533,content_2661,8,3,2,1,259,0.604055248925849
user_525,content_2158,1,1,0,2,59,0.9415176890444222
user_375,content_3473,8,2,1,2,238,0.8996611295530408
user_623,content_3198,8,0,0,1,154,0.4103226417719815
user_332,content_4039,8,3,1,1,87,0.14899129051022675
user_432,content_4379,1,1,1,0,259,0.945799007622319
user_538,content_3972,3,2,2,2,204,0.37652714746406457
user_69,content_259,8,1,1,2,61,0.6280871941526086
user_330,content_2304,4,4,1,2,245,0.4417041987841741
user_941,content_2224,1,0,1,0,155,0.27712093324193143
user_731,content_3905,5,1,2,1,227,0.045741219306092984
user_225,content_846,9,2,2,0,143,0.16875932271882632
user_255,content_1759,1,3,0,2,127,0.8510869083745971
user_879,content_3003,6,3,1,1,233,0.5780276555783433
user_453,content_1503,3,0,2,0,15,0.4271968391751886
user_572,content_761,3,4,0,0,258,0.17701180054660437
user_386,content_3175,8,1,2,1,238,0.5326693867370819
user_707,content_4523,1,2,1,1,164,0.9839883966027535
user_210,content_2725,9,3,2,0,170,0.2261503909278031
user_30,content_154,2,1,2,2,288,0.5165513052141356
user_471,content_1164,8,0,1,1,287,0.7151849760018673
user_82,content_3486,4,3,2,2,170,0.1001281983169301
user_346,content_873,7,1,2,0,175,0.8379013142767916
user_643,content_2645,8,3,1,0,241,0.18002088405121142
user_299,content_1070,3,4,1,1,86,0.8436344965011402
user_395,content_4319,4,0,1,1,87,0.762962518559773
user_968,content_1383,3,4,0,0,133,0.1622855609055044
user_196,content_4071,2,4,0,1,238,0.7458626246607248
user_499,content_3602,4,4,2,0,166,0.9648502900746447
user_30,content_890,2,1,2,2,40,0.46172484662669433
user_331,content_3095,1,0,1,1,148,0.013314852677476119
user_582,content_3479,6,1,0,0,202,0.07664362057295082
user_220,content_1314,6,0,0,0,64,0.20423063678347164
user_95,content_2356,4,4,0,2,98,0.44771526541463136
user_293,content_4205,2,2,2,1,173,0.8999255404460444
user_692,content_4973,6,4,0,2,19,0.36340450178048556
user_48,content_155,9,2,0,2,51,0.9434192830632756
user_509,content_3918,5,1,0,1,144,0.32122455913180614
user_974,content_738,7,1,0,1,205,0.7843770735660592
user_416,content_4900,4,1,1,0,290,0.9081328096148825
user_724,content_2973,7,1,0,0,194,0.20238350215818335
user_944,content_1717,9,0,2,0,93,0.4537760356089807
user_833,content_3243,1,3,0,0,236,0.7777515488900328
user_204,content_3695,4,3,0,1,84,0.40127359264626916
user_498,content_2887,2,2,0,0,16,0.25744497950723677
user_290,content_3426,7,3,2,2,205,0.18102837746493516
user_55,content_4,5,2,2,1,217,0.41069074162882535
user_411,content_2090,3,1,1,0,166,0.022838416338928358
user_811,content_1699,4,3,1,2,6,0.5969272230550613
user_441,content_3093,7,4,1,1,254,0.5193163539860335
user_239,content_4153,7,2,0,1,122,0.7201684693605979
user_449,content_890,2,1,1,0,202,0.6338872654788708
user_476,content_839,3,3,0,2,55,0.45593970758788416
user_84,content_3329,8,0,2,0,211,0.09141718876123317
user_524,content_2632,9,0,0,2,20,0.6756767025952464
user_834,content_4096,1,1,0,2,79,0.1278170993509229
user_563,content_2033,5,4,1,2,224,0.17537986014128748
user_536,content_414,1,4,2,0,174,0.3004959532678876
user_247,content_2478,6,2,2,2,54,0.015315438897655631
user_973,content_2244,7,2,0,1,212,0.1353070648290846
user_988,content_1180,2,0,0,2,93,0.5772906367382101
user_731,content_3313,7,1,1,1,125,0.015374765935987966
user_604,content_2185,7,1,2,1,165,0.7960798533649104
user_516,content_816,7,4,2,2,60,0.35552844730376154
user_526,content_790,7,4,2,0,138,0.2160964841030717
user_456,content_2475,1,3,0,2,155,0.6610627147960557
user_242,content_4052,5,4,0,2,42,0.720553681025298
user_789,content_1352,5,3,1,0,125,0.7697750651973314
user_610,content_4739,1,3,0,0,73,0.08424630176056136
user_512,content_2753,1,2,1,2,50,0.9254025665466108
user_580,content_3621,3,1,2,2,203,0.41993515006344795
user_477,content_4794,4,2,0,2,233,0.6727107649566229
user_420,content_1776,4,1,2,2,14,0.16846870045454154
user_645,content_2445,4,1,0,0,244,0.1885493426478969
user_849,content_1554,8,4,1,0,95,0.500653022968144
user_430,content_1553,9,2,2,0,272,0.0886392889195543
user_323,content_1526,1,0,2,1,45,0.5875430234115918
user_555,content_4848,2,2,1,1,172,0.042568349600126565
user_863,content_1008,9,4,0,1,158,0.8981799268489756
user_290,content_3418,9,1,1,1,260,0.742279444093053
user_651,content_3063,9,4,1,0,73,0.5491112666823237
user_77,content_915,6,0,2,2,65,0.8184833780623542
user_110,content_4249,1,3,0,1,131,0.46657300758602394
user_326,content_1161,1,0,2,1,102,0.6274514884845162
user_807,content_1278,1,3,0,1,79,0.9781897646161568
user_164,content_2567,7,1,2,1,171,0.7789635031778592
user_779,content_4981,2,0,1,2,299,0.4544614678028682
user_782,content_3140,3,3,1,2,116,0.18112548570898024
user_685,content_3947,2,2,1,2,171,0.11475273699591404
user_809,content_4778,6,3,2,1,180,0.581235981964306
user_929,content_4794,2,3,1,0,242,0.8182271118223975
user_267,content_3254,5,4,1,0,195,0.28960531577311954
user_788,content_4133,6,0,1,1,11,0.9671743612206353
user_370,content_1864,3,1,2,1,164,0.6540803083482837
user_858,content_927,1,0,2,1,254,0.732639381363517
user_81,content_4315,4,0,1,0,70,0.7341535510548304
user_149,content_4773,6,1,1,1,169,0.3386043545281807
user_568,content_1398,8,2,0,2,235,0.553385995237078
user_777,content_2176,9,3,0,0,50,0.5541168045517841
user_998,content_1622,6,4,1,2,84,0.003444209677943677
user_538,content_147,9,2,0,1,135,0.9307609439404482
user_949,content_4083,2,3,0,0,222,0.7562399009971221
user_486,content_4934,8,2,0,0,52,0.058417295056672924
user_466,content_3908,1,2,0,1,197,0.45223699605265444
user_404,content_3456,8,0,1,2,226,0.9443003027206754
user_730,content_1062,6,3,0,2,24,0.10883467784197665
user_276,content_2004,2,2,2,2,268,0.0039941365347052615
user_749,content_1294,2,4,2,1,250,0.46261462363942796
user_415,content_126,3,3,1,0,214,0.19742620593023574
user_330,content_1254,9,3,0,2,296,0.8667404951420207
user_664,content_1777,8,0,2,2,275,0.47790864622933527
user_77,content_1964,7,4,1,1,117,0.6432484615984077
user_974,content_1998,7,4,1,1,227,0.1606461812789014
user_75,content_28,3,0,2,0,197,0.9375590385825412
user_148,content_2049,1,4,1,1,193,0.9542202140971607
user_994,content_3328,2,3,0,0,112,0.9877890846739062
user_822,content_4435,8,3,2,0,131,0.17278177979413334
user_521,content_2248,8,3,0,0,25,0.4114623605458282
user_583,content_1082,2,1,0,1,169,0.5183746667075105
user_980,content_2823,7,2,2,0,224,0.3745530099611962
user_741,content_2479,8,2,0,2,153,0.44481334194288646
user_179,content_4631,8,2,1,1,36,0.5851402594477213
user_3,content_4179,5,0,0,2,44,0.5203799449655683
user_887,content_4418,5,1,0,0,291,0.9883150886857548
user_527,content_3914,2,3,1,2,238,0.9833740545136006
user_483,content_550,5,3,1,1,19,0.6414850217708649
user_766,content_4335,8,3,1,2,125,0.8824037881249246
user_981,content_902,8,4,0,0,286,0.05040556204474966
user_108,content_3216,6,4,2,2,146,0.9085185011827759
user_488,content_2053,7,3,2,2,114,0.003137372818216133
user_682,content_653,7,4,2,0,219,0.7574273219091522
user_524,content_2780,1,0,0,1,42,0.4686655156964944
user_208,content_4197,8,3,1,0,58,0.6960064127490029
user_26,content_1542,7,4,1,1,91,0.06213153919924275
user_76,content_2987,2,3,1,1,210,0.44735063627493277
user_884,content_3367,8,0,2,1,118,0.3301647423462897
user_28,content_1078,5,2,0,2,102,0.21346794856148188
user_75,content_3474,9,3,1,2,117,0.3331896187017649
user_302,content_2567,5,2,2,0,271,0.7262042490297692
user_920,content_2282,4,0,0,0,118,0.022139906070208326
user_305,content_2288,5,1,1,2,116,0.2638165432998746
user_286,content_2729,5,1,0,0,246,0.2940894629986831
user_803,content_1258,4,1,0,1,12,0.019513597723561316
user_29,content_3758,7,0,2,1,114,0.8877096047524459
user_587,content_1206,5,1,1,2,169,0.8436134927133287
user_272,content_4624,9,1,0,1,108,0.881450573718513
user_708,content_3636,5,3,1,2,195,0.955866248306117
user_12,content_1315,2,1,1,2,150,0.6037868940246208
user_241,content_2568,9,4,0,2,262,0.2963512093949813
user_943,content_2131,9,2,2,0,173,0.2533022979491567
user_286,content_758,7,3,2,0,13,0.08266686759507791
user_156,content_2306,1,3,2,1,217,0.2779521967530171
user_14,content_784,2,0,0,1,246,0.8777454264324792
user_685,content_812,4,4,1,0,293,0.0009536641734703144
user_186,content_234,8,0,2,0,145,0.07673977352097461
user_444,content_26,2,1,0,1,158,0.09329941797093122
user_330,content_2661,8,4,1,0,176,0.3602490504031334
user_223,content_479,6,1,2,0,66,0.08083398672938769
user_936,content_1610,6,3,2,0,38,0.0982913696042691
user_671,content_4436,2,4,2,1,157,0.6691319864011032
user_336,content_3122,5,2,1,1,240,0.33469365734919876
user_192,content_340,4,4,2,0,285,0.6402527866342491
user_861,content_1667,8,3,1,2,267,0.542229292174088
user_786,content_2388,2,2,0,1,228,0.7256119194364444
user_659,content_4826,4,4,0,0,236,0.9140132149466963
user_892,content_984,9,2,0,2,116,0.3886587401359016
user_852,content_2031,5,0,0,2,252,0.41046404995004104
user_289,content_4699,6,1,0,0,188,0.819577762430515
user_351,content_2332,5,3,0,0,228,0.5939851908203293
user_718,content_3878,9,3,1,0,232,0.18443141868938973
user_260,content_2178,4,0,1,2,16,0.7437406120879542
user_890,content_451,5,0,0,2,54,0.6109431392893929
user_149,content_3339,7,1,0,0,238,0.007787028100202598
user_616,content_2114,4,1,2,0,134,0.5514216751376567
user_662,content_1728,4,3,2,2,130,0.4451921708021517
user_873,content_4250,4,2,2,0,13,0.43798784807862357
user_420,content_1490,7,4,0,2,113,0.8359473587091216
user_930,content_4119,4,4,2,0,104,0.36242913774014496
user_855,content_3926,4,1,1,1,296,0.7354901453224288
user_266,content_3142,3,3,1,0,200,0.801982778261087
user_761,content_3563,4,0,1,0,256,0.4218227261927334
user_786,content_3320,3,2,1,0,221,0.28681222863255906
user_730,content_1260,8,2,1,0,185,0.6569858377767852
user_169,content_4504,3,0,2,0,282,0.5373636773863764
user_610,content_3718,6,0,2,0,290,0.6469546316524781
user_174,content_3164,4,2,1,0,285,0.7920832240997759
user_520,content_722,9,3,1,1,243,0.2941472292631391
user_473,content_2568,3,3,0,1,158,0.3469959504260569
user_963,content_1268,1,4,2,1,207,0.3519527322701328
user_388,content_4584,2,1,1,1,258,0.21626644680554308
user_267,content_1358,1,1,1,1,194,0.9333477613232792
user_676,content_845,9,4,0,1,198,0.7055572375157934
user_126,content_305,4,1,0,0,80,0.0030042987064989868
user_818,content_4632,7,4,2,2,84,0.8016653549063604
user_16,content_4071,2,4,1,1,237,0.6208996895397071
user_451,content_3369,2,3,1,1,107,0.33416832179259504
user_174,content_2658,9,3,1,0,231,0.6864222218910203
user_891,content_968,2,3,2,1,180,0.09344843581430373
user_228,content_2637,5,3,2,1,231,0.02724245236836942
user_601,content_1327,8,3,1,2,285,0.6009108768623154
user_737,content_4154,9,0,1,0,295,0.8779684559161797
user_145,content_887,4,0,0,2,40,0.08866442141424125
user_546,content_4486,1,1,1,0,104,0.8813640878407866
user_12,content_1861,6,2,0,2,16,0.49519294250494705
user_472,content_3196,7,1,1,2,106,0.05929943343560706
user_215,content_85,5,1,2,1,153,0.3567030774813056
user_898,content_402,4,4,1,0,97,0.9129500577835975
user_223,content_3350,9,4,0,0,240,0.4183273787021323
user_890,content_468,6,2,2,0,150,0.15115480697325223
user_952,content_2257,8,1,0,1,292,0.13292579050134035
user_142,content_2016,3,3,2,0,266,0.907488428180775
user_232,content_4219,3,0,2,1,270,0.13384531493302498
user_518,content_3422,5,4,1,0,191,0.10962397155645609
user_581,content_94,7,0,2,2,234,0.09558115538224632
user_491,content_4556,1,0,0,2,122,0.7170598459794836
user_911,content_151,7,2,1,2,199,0.8471457512035556
user_966,content_3175,8,0,0,1,223,0.5070219454091692
user_264,content_558,4,3,1,1,138,0.1774237091007298
user_889,content_4713,1,3,0,0,33,0.37366937140060874
user_443,content_4493,6,1,2,1,293,0.3576532762531036
user_357,content_3515,6,0,1,0,145,0.34783296885890413
user_411,content_1522,8,3,0,2,204,0.27048868012465055
user_972,content_731,3,1,0,1,280,0.10611836296444799
user_570,content_131,5,1,1,2,45,0.43061683787970595
user_652,content_883,1,4,1,2,150,0.015219014188044833
user_782,content_4949,2,3,1,1,152,0.6488368715438195
user_282,content_1516,1,0,2,1,26,0.6817003091327786
user_534,content_1633,1,0,0,0,199,0.10254317768708932
user_394,content_4230,4,2,0,0,222,0.29948408630564205
user_659,content_3070,7,1,1,1,143,0.07403095369658919
user_254,content_4714,1,2,1,1,109,0.14833438723051462
user_326,content_786,2,4,2,1,54,0.8378045184274011
user_931,content_3759,3,4,2,1,66,0.665627196822224
user_811,content_3496,6,1,2,2,110,0.6261235971298154
user_165,content_1420,5,0,1,0,146,0.33939373059829536
user_890,content_2838,6,3,0,0,90,0.658408048161559
user_186,content_4601,2,1,1,2,155,0.34884196626399244
user_183,content_44,1,4,2,2,65,0.04016844817597798
user_962,content_1181,6,1,1,1,232,0.9077437074701273
user_289,content_1656,6,2,0,2,294,0.8264044460752294
user_690,content_2344,2,0,1,1,158,0.9400112262001236
user_104,content_4693,9,0,0,2,234,0.24532075489695582
user_301,content_2999,9,3,0,0,103,0.13495565890583694
user_207,content_2682,8,0,2,0,45,0.10697874199336799
user_285,content_286,2,2,1,0,127,0.21565543856774028
user_300,content_3844,9,3,1,0,205,0.9139497944537596
user_502,content_1670,1,0,0,2,131,0.41047216345080395
user_559,content_4325,7,4,2,1,122,0.09361711619341218
user_654,content_496,8,0,1,2,100,0.3948012836646154
user_140,content_1130,7,0,2,1,38,0.9595883021797438
user_365,content_4689,1,2,1,0,265,0.770555603866457
user_17,content_1639,5,1,0,2,67,0.5862181245188386
user_928,content_2405,3,1,2,0,28,0.4870260304026014
user_783,content_1032,4,1,0,2,186,0.5127815213382051
user_504,content_113,1,2,2,1,274,0.9551655388508965
user_369,content_4853,6,1,2,0,278,0.4516488345405969
user_669,content_4406,6,3,0,1,127,0.6247060325683711
user_492,content_146,5,0,0,2,5,0.7280204065248169
user_197,content_1324,4,2,1,0,196,0.021039706842161943
user_565,content_3184,1,1,0,1,259,0.6682152971644872
user_109,content_1331,3,0,1,1,297,0.6121359938936463
user_558,content_3970,5,1,1,2,100,0.18510997986332434
user_423,content_3969,3,0,1,0,175,0.3705984340119556
user_201,content_1565,2,2,0,2,62,0.15706091650403797
user_117,content_2964,3,4,0,1,44,0.6377722583094442
user_411,content_1873,7,1,2,1,289,0.985126003564488
user_430,content_1403,6,3,0,1,62,0.5440847080687427
user_569,content_3969,1,0,1,2,226,0.3568993946100526
user_739,content_1776,1,2,2,1,223,0.5074085585023224
user_665,content_987,3,1,2,2,274,0.33952344232555864
user_827,content_2497,8,3,2,2,208,0.13186615569578264
user_284,content_2863,1,0,1,2,295,0.08103436926467134
user_350,content_4048,3,4,1,0,180,0.41817581441702034
user_10,content_669,8,3,2,1,13,0.3490414595221063
user_573,content_4613,8,2,1,2,178,0.6400026652260701
user_736,content_1259,5,0,0,0,132,0.763701503442245
user_522,content_166,3,2,2,0,227,0.5766455999381661
user_379,content_2647,3,4,0,2,53,0.19269350511424144
user_361,content_1681,4,2,0,2,187,0.939920106407999
user_689,content_602,9,2,1,2,242,0.5756626120610076
user_523,content_619,8,1,1,1,165,0.3274132644907034
user_491,content_1094,5,3,2,0,155,0.8577721460041763
user_75,content_4235,1,2,2,1,255,0.33329831444423863
user_457,content_1215,2,4,2,1,135,0.7120873845936446
user_401,content_242,2,0,2,2,141,0.1266486735546003
user_581,content_2527,1,2,2,1,17,0.8186800797288055
user_307,content_1926,4,1,2,0,153,0.8638844577551501
user_259,content_3797,5,0,1,0,27,0.709860644195629
user_731,content_3307,6,0,2,1,156,0.35194480529225536
user_607,content_4702,6,4,2,0,183,0.05822853866709832
user_431,content_1152,4,4,1,1,181,0.9064388949589509
user_124,content_75,1,1,0,1,53,0.3787915608877507
user_274,content_3049,3,2,0,0,33,0.6930400103813419
user_287,content_465,7,4,1,2,224,0.13968971381135664
user_257,content_2884,8,0,2,1,242,0.899058041168934
user_759,content_1982,2,4,0,0,52,0.6587265113257859
user_131,content_540,5,2,0,1,271,0.678359795957223
user_778,content_3944,1,2,1,0,17,0.004793697119653384
user_998,content_1297,7,2,1,0,197,0.7915458065520946
user_906,content_116,5,1,0,2,132,0.9327461437806004
user_285,content_376,3,2,1,2,149,0.5128938939782601
user_622,content_3757,6,2,2,0,179,0.9149300021966721
user_186,content_4401,9,3,2,2,104,0.3476349554412429
user_152,content_2143,8,0,1,2,206,0.8774264488715146
user_12,content_4234,8,3,2,2,266,0.05858887973243221
user_103,content_123,4,4,0,1,36,0.877924722405451
user_83,content_525,3,3,0,2,28,0.157606307040544
user_38,content_3836,9,1,0,0,32,0.23693486712732503
user_945,content_4018,4,1,0,2,234,0.10498261226545169
user_232,content_3158,5,3,0,0,20,0.10121684032690403
user_968,content_3429,3,4,0,2,133,0.38054777566945086
user_90,content_4151,1,1,2,2,247,0.640679379314832
user_884,content_2761,7,0,0,2,106,0.09454003729871807
user_88,content_3732,6,3,1,1,173,0.07344895847252875
user_4,content_1501,4,2,1,2,26,0.36782083835661006
user_588,content_3759,1,2,2,0,277,0.009217567349221079
user_340,content_1959,2,1,0,2,131,0.1829660050151194
user_57,content_1408,3,3,1,0,281,0.7493815962176972
user_522,content_2510,6,4,2,2,290,0.5184580323989666
user_18,content_4030,9,0,1,2,297,0.44406298558678947
